neighbourhood_group,price,room_type
East Region,96,Entire home/apt
Central Region,96,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
East Region,94,Private room
East Region,94,Private room
Central Region,94,Entire home/apt
East Region,94,Private room
Central Region,94,Private room
East Region,94,Private room
East Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
East Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Private room
East Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Private room
North Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
West Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
West Region,94,Private room
Central Region,94,Entire home/apt
North-East Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
North Region,94,Private room
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Private room
East Region,94,Private room
Central Region,94,Private room
East Region,94,Private room
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Private room
Central Region,94,Private room
East Region,94,Entire home/apt
Central Region,94,Private room
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,94,Entire home/apt
Central Region,93,Private room
Central Region,93,Entire home/apt
Central Region,93,Private room
Central Region,93,Private room
Central Region,93,Entire home/apt
East Region,93,Private room
Central Region,93,Private room
Central Region,93,Entire home/apt
Central Region,93,Private room
Central Region,92,Entire home/apt
Central Region,92,Entire home/apt
Central Region,92,Entire home/apt
East Region,92,Entire home/apt
West Region,92,Private room
Central Region,92,Private room
Central Region,92,Entire home/apt
Central Region,92,Entire home/apt
West Region,92,Private room
Central Region,92,Private room
Central Region,92,Entire home/apt
Central Region,92,Private room
Central Region,92,Private room
Central Region,92,Entire home/apt
Central Region,90,Private room
East Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
West Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
West Region,90,Private room
West Region,90,Private room
East Region,90,Private room
West Region,90,Private room
West Region,90,Private room
North Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
West Region,90,Private room
Central Region,90,Private room
East Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
North Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
West Region,90,Private room
East Region,90,Shared room
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Private room
West Region,90,Private room
North-East Region,90,Entire home/apt
Central Region,90,Entire home/apt
East Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Private room
East Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Private room
West Region,90,Private room
East Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
East Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Shared room
Central Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
West Region,90,Private room
East Region,90,Private room
Central Region,90,Private room
Central Region,90,Private room
North Region,90,Private room
North Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
West Region,90,Private room
East Region,90,Private room
Central Region,90,Private room
East Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
East Region,90,Private room
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
East Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Private room
East Region,90,Private room
East Region,90,Private room
Central Region,90,Entire home/apt
Central Region,90,Private room
Central Region,90,Entire home/apt
Central Region,89,Private room
Central Region,89,Entire home/apt
North-East Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Private room
North Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Entire home/apt
West Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
North-East Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
Central Region,89,Private room
Central Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Private room
East Region,89,Entire home/apt
Central Region,89,Private room
Central Region,89,Entire home/apt
Central Region,89,Private room
Central Region,87,Private room
Central Region,87,Private room
East Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
East Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Entire home/apt
North-East Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
West Region,87,Private room
Central Region,87,Private room
West Region,87,Private room
Central Region,87,Private room
North-East Region,87,Entire home/apt
Central Region,87,Private room
West Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
North Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
East Region,87,Entire home/apt
Central Region,87,Entire home/apt
Central Region,87,Private room
Central Region,87,Private room
Central Region,87,Entire home/apt
North Region,87,Private room
Central Region,87,Entire home/apt
Central Region,87,Private room
East Region,87,Private room
Central Region,87,Private room
Central Region,87,Private room
